candidate,sentiment,text,tweet_coord
Donald Trump,Negative,"But, but, but did you see who @realDonaldTrump donated to?
Hey Pot, have you met Kettle?
@FoxNews 
#GOPDebate http://t.co/DeLeaAsXH6",
Ted Cruz,Neutral,"RT @RealBPhil: WATCH: Ted Cruz: If we're going to win in 2016, we need a consistent conservative. #CruzCrew #GOPDebate http://t.co/FkxCZ7A6äó_",
Marco Rubio,Positive,RT @youngrepub_: Rubio is my man right now. So well-spoken. Very impressive. #GOPDebate #DebateWithFFL,
Ted Cruz,Positive,@Newsweek @tedcruz Priceless_ôÍ_äù_¥Ÿè My favorite picture and it speaks volumes about this amazing man. #CruzCrew #GOPDebate @marklevinshow #ccot,
Donald Trump,Negative,"Lots calling Trump the big loser last night. He was a goof, for sure. But did anyone do anything to shake up his numbers? #GOPDebate",
Donald Trump,Negative,Watching @megynkelly ask Trump about the sexist stuff again and that couldn't have been easy. While the crowd roars its misogyny. #GOPDebate,
Donald Trump,Negative,Mr Trump's questions were NO tougher than anyone else's. When you get center stage you gotta be able to take the heat. #GOPDebate,
Donald Trump,Negative,The facial expressions of #DonaldTrump could've been an entire segment. #GOPDebate,
Donald Trump,Negative,"@realDonaldTrump Our country is a mess and all these ""mods"" do is attack with personal hate. Makes me sad to be an American.#GOPDebate",
Donald Trump,Negative,@realDonaldTrump @megynkelly is a bimbo because? #GOPDebate media bias!,
Donald Trump,Positive,".@howardfineman verdict on #GOPdebate: Trump Trips, but Trumpism Wins
http://t.co/jaPp3PBI8u",
Donald Trump,Negative,"Wow apparently Trump got even more whiny and defensive after the debate. No class. Big mouth. Yeah, great presidential material. #GOPDebate",
Donald Trump,Negative,"@FloggerMiester we get it if @realDonaldTrump wants to be honest, but no one wants an arrogant and unethical president #nohate #GOPDebate",
Donald Trump,Negative,"""Mr.Trump, you've called women fat pigs, dogs, slobs, and disgusting animals...""
""Only Rosie O'Donnell.""
*laughter, applause*
#GOPDebate",
Donald Trump,Neutral,"Issue isnt guy w 16 followers. Issue is Trump agreed w it enough to RT.
#GOPDebate  https://t.co/RrLlLVATET",
Ted Cruz,Positive,RT @SenatorBirdwell: Thank you @TedCruz for fighting for #KatesLaw. Sanctuary cities are a major issue in Texas and nationwide. #GOPDebate,
Marco Rubio,Negative,RT @TheTJHelm: Memo to @marcorubio - The Constitution of the United States protects a woman's right to choose. #gopdebate,
Donald Trump,Negative,"RT @Keening_Product: In a country of runaway #capitalism and money worship, #Trump's popularity is not surprising. #Lateline #GOPDebate #USäó_",
Ted Cruz,Negative,äóìRadical Islamic terrorismäó_äóù Really Cruz? I cannot. #GOPDebate,
Donald Trump,Positive,"I'll admit, some of @realDonaldTrump's commentary during the #GOPDebate was quite hilarious.",
Ted Cruz,Negative,RT @MrPeytonReed: Ted Cruz looks like the poor actor in prosthetics who replaced Crispin Glover in BACK TO THE FUTURE PART 2. #GOPDebate,
Donald Trump,Positive,"Actually Trump, we live in the least violent time in human history. #GOPDebate",
Donald Trump,Neutral,"RT @rabiasquared: Are you there God? It's me, #Trump's hair #GOPDebate",
Donald Trump,Negative,"RT @ColorOfChange: Let's be clear. The ""nerve"" that Donald Trump is hitting is white supremacy. #GOPDebate  #TrumpHate",
Donald Trump,Negative,"If Donald Trump wins the election, then we'll know we're on the Biff-stole-the-almanac timeline. #GOPDebate http://t.co/6f7jEbMo9k",
Ted Cruz,Neutral,#GOPDebate Results: https://t.co/3jlaQXZfAA,
Donald Trump,Negative,"Trump's platform is essentially ""Everyone is a moron."" Winning the primary might prove his point. #GOPDebate",
Donald Trump,Negative,"My personal view on this guy! 
#GOPDebate #sorrynotsorry @FoxNews http://t.co/1alj9CpiCg",
Donald Trump,Neutral,"@PolitixGal @garthkirkwood ""never give up your leverage before the negotiation starts"" - Donald #Trump 2015
#GOPDebate 
#TrumpForPresident",
Donald Trump,Positive,"Trump-ratings #GOPDebate 
""overnight numbers seemed to surpass everyone's expectations""
http://t.co/G3AaWdOBpd",
Donald Trump,Negative,"Republican debate, newspaper front pages: 
#FoxNewsDebate #GOPdebate #GOP http://t.co/hBnSjAncgp",
Donald Trump,Negative,@realDonaldTrump's narcissism got in the way of the outrage that #GOP voters have found appealing http://t.co/BQRoLmrwre #GOPDebate,
John Kasich,Negative,RT @etammykim: .@allDigitocracy There was SO little #talkpoverty in the #GOPDebate. The closest we got was Kasich defending OH's Medicaid eäó_,
John Kasich,Positive,"RT @full_of_moxie: it's such a low bar we set, but I was mostly impressed with @JohnKasich's ability to act like he had some sense on stageäó_",
Donald Trump,Negative,@johnb631 #HappyFriday JB! That was fun watching #GOPDebate _ôÖ_ Hope we pick a good one &amp; Trump doesn't run 3rd party_ôÖÅ,
Ted Cruz,Negative,"Demagogues, megalomaniacs and Machiavellian are words that kept coming to mind watching #GOPDebate @Wooflepup",
Donald Trump,Negative,Maybe my definition of winning a debate is different than most but Trump not answering questions or providing credible answers??  #GOPDebate,
John Kasich,Neutral,.@allDigitocracy There was SO little #talkpoverty in the #GOPDebate. The closest we got was Kasich defending OH's Medicaid expansion.,
Donald Trump,Positive,"Hands up who won the #GOPDebate polls show @realDonaldTrump to increase his lead after win,America trusts #Trump2016 http://t.co/GKa0V49AlB",
Donald Trump,Negative,Blaming @megynkelly for your misogynistic attitudes is absolutely ridiculous. You proved again that you are ridiculous. #Trump #GOPDebate,
Donald Trump,Negative,"If @realDonaldTrump can't take questions based on his history from @megynkelly w/o going off, his inability to take heat=problem. #GOPDebate",
Donald Trump,Negative,"#GOPDebate , no one was looking real smart but bunch of..still some of 'em showed up wth good spirits &amp; smartness but Donald._ôï__ôè_Donald _ôï__ôè__ôï__ôè__ôÖ‰_ôÖ‰",
Donald Trump,Positive,Kinda liking #DonaldTrump for prez. #GOPDebate #KeepitReal,
Donald Trump,Neutral,http://t.co/7A6fwkAm8K I for one will watch something else at 9pm. They should move #hannity back to that spot #gopdebate,
Donald Trump,Positive,"RT @Sir_Max: bentonlee1: RT DrMartyFox: #Trump Wins Drudge 
Debate Poll 
ä_ç¥Ÿè By A Landslide 
#TedCruz #2 
#GOPDebate #PJNET_ôˆ__ôˆŸäó_ http://t.cäó_",
Donald Trump,Positive,I think @FoxNews did everything it could to derail the @realDonaldTrump during the #GOPDebate. Newsflash you failed @megynkelly,
Donald Trump,Negative,@realDonaldTrump pretty much eliminates the need for political satire. The man's a walking @TheOnion article. #GOPDebate,
Ted Cruz,Negative,#TedCruz Let's get rid of every executive action ever and get rid of everything I don't believe in despite of popular belief #GOPDebate,
Marco Rubio,Positive,"Rubio, Cruz  and Carson were the top  dawgs  in last night's debate. -Walker  and Huckabee  also had great   mments.#GOPDebate",
Donald Trump,Negative,Lost a lot of respect for @FoxNews @megynkelly &amp; @BretBaier for their treatment of @realDonaldTrump during the #GOPDebate #notfairorbalanced,
Donald Trump,Negative,This is so f*%king entertaining it should be ILLEGAL! #GOPDebate http://t.co/9johDuI7M9 via @theblaze,
Marco Rubio,Positive,...and that's why he's the only one who can lead the #NewAmericanCentury! #StudentsForRubio #GOPDebate  https://t.co/rmd1PFxxNZ,
Donald Trump,Positive,"@andykhouri ""never give up your leverage before the negotiation starts"" - Donald #Trump 2015
#GOPDebate 
#TrumpForPresident",
Donald Trump,Positive,"bentonlee1: RT DrMartyFox: #Trump Wins Drudge 
Debate Poll 
ä_ç¥Ÿè By A Landslide 
#TedCruz #2 
#GOPDebate #PJNET_ôˆ__ôˆŸäó_ http://t.co/6lZ5pSAFMS",
Donald Trump,Negative,I borrowed this from someone else but it is so true. At least he was good for a few laughs. #GOPDebate #Trump http://t.co/JXjn0MJqBy,
Donald Trump,Negative,"Ironic that 2 _ôÍÈ_ôè_strongest candidates
attacked_ôîÈ silenced_ôîˆ
by @FoxNews (äˆÍnow MSM)
#Cruz2016_ôˆ__ôˆŸ
#CruzCrew_ô_ó
#GOPDebate_ôÖï http://t.co/wHnKOKBwLH",
Donald Trump,Positive,"@MSGDannyRet ""never give up your leverage before the negotiation starts"" - Donald #Trump 2015
#GOPDebate 
#TrumpForPresident",
Donald Trump,Negative,RT @Catronicus: Trump's Obamacare response was so dumb that it defies imagination #GOPDebate #DumpTrump,
Ted Cruz,Negative,"So who is the most psychotic of Huckabee, Cruz, and Walker?
My pick is probably Cruz, given his Day 1 Goals for the Presidency.
#GOPDebate",
John Kasich,Negative,"#GOPDebate 
The only person who did worse than Kasich last night was Megyn Kellyäó_",
Donald Trump,Negative,"The fact that people are saying @realDonaldTrump ""won"" the first ""#GOPDebate"" speaks volumes for the GOP's chances in 2016.",
Donald Trump,Neutral,RM's Rick Vatz says @realDonaldTrump got snookered by @billclinton: http://t.co/yEtxHn47xO #mdpolitics #GOPDebate,
Donald Trump,Positive,@FoxNews @megynkelly @DanaPerino @GOP #RNC @Reince -&gt; WE raised OUR hands too! #GOPDebate @realDonaldTrump #MakeAmericaGreatAgain #NoAmnesty,
Donald Trump,Neutral,"https://t.co/pp6uzVFqQl #DonaldTrump ""I've given him plenty of money"" #TrumpWon #GOPDebate",
Donald Trump,Negative,Has anyone noticed that Trump zealots are like the old Ron #PaulBots? #GOPDebate.  They were very skilled at stacking polls too.,
Donald Trump,Negative,Trump responds to @megynkelly question on misogyny with more misogyny #GOPDebate http://t.co/Pb5cgmO3V5 http://t.co/8PFdgltNAW,
Donald Trump,Negative,"#GOPDebate well, if #Trump wins, most latino voters will vote democrat for a while, won't they?",
Ted Cruz,Neutral,"RT @LessGovMoreFun: . ""The American People Want A President Who Will Tell The Truth"" --Sen. Ted Cruz
#GOPdebate
#CVN
#LessGovMoreFun http:/äó_",
Donald Trump,Positive,Please Join Me to Congratulate @realDonaldTrump on his Success in #GOPDebate #MakeAmericaGreatAgain His 1st Debate! http://t.co/7AM5odCBvW,
Donald Trump,Negative,"RT @RevChuckCurrie: #DonaldTrump retweeted comment calling @megynkelly a ""bimbo"" last night. This is a man who hates women. The @GOP front äó_",
Donald Trump,Negative,If you can't put Donald Trump in his place you don't deserve to be POTUS @GOP #GOPDebate,
Ted Cruz,Negative,"RT @0IIIIIII0_GIRL: My take away from the #GOPDebate is that it could have been better, much better. Time for @tedcruz and @RealBenCarson wäó_",
Donald Trump,Negative,@lindacohn why doesn't he belong? People like the other 9 puppets have been running this country into the ground for years. #GOPDebate,
Donald Trump,Negative,"RT @aduanebrown: @MegynKelly, ""You failed the American people tonight. You tried to make history, by destroying @realDonaldTrump."" #KellyFaäó_",
Donald Trump,Neutral,A little history from yours truly re: immigration sparring in #GOPDebate  https://t.co/m59gDl3ZGt,
Donald Trump,Negative,RT @elisabetherapy: #Trump's tongue is as loose as a prostitute's vagina #GOPDebate,
Donald Trump,Negative,"Boy, it'll be so awesome when President Trump calls Angel Merkel a ""bimbo"". He's so cool. #GOPDebate #Trump2016",
Marco Rubio,Neutral,My top picks @marcorubio @ScottWalker @tedcruz @CarlyFiorina  #GOPDebate #2016election,
Donald Trump,Negative,So @realDonaldTrump is crying because @megynkelly was mean to him? What a bunch of clowns #GOPDebate,"[42.90512929, -70.87725812]"
Donald Trump,Negative,"Trump is anti-fragile
 #gopdebate 
#Trump
#trumpdebate",
Donald Trump,Positive,#GOPDebate they didn't give Trump chance to answer the most important question. But he is still a winner.,
Donald Trump,Negative,Donald says no1 thought abt immigration reform until he came along. It's true. We are all trying to figure out how to deport him #GOPDebate,
Donald Trump,Negative,".@littleredblog @graceslick77
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",
John Kasich,Negative,"""Who the fuck is John Kasich?"" #GOPDebate",
John Kasich,Negative,RT @mKheywood: Kaisch tanked. At one point he was justifying his government expansion in Ohio. Sounds Union-ish #GOPDebate,
Donald Trump,Neutral,"RT @emblezes: #Trump on ISIS ""We don't have time for tone. We have to go out and get the job done !"" #GOPDebate",
Donald Trump,Positive,"RT @TheBenWalters: Thanks to Trump, the #GOPDebate shattered viewership records. Many voters introduced to candidates they wouldn't know exäó_",
Ted Cruz,Positive,@Dc37Deborah thought you would enjoy my recap of the #GOPDebate: https://t.co/6kE7zRYEPZ,
Donald Trump,Negative,Trump showed he didn't belong but did GOP a favor. Better ratings &amp; he brought out personalities and ideas of other candidates. #GOPdebate,
Donald Trump,Neutral,#GOPDebate #Republicandebate presidential primary debate poll TIME Mag #DonaldTrump Again..http://t.co/dTPelQIsUR http://t.co/NaG44rmM51,
Donald Trump,Negative,"Y'all better vote this year, if Donald trump wins for president,  Y'all going to need college degrees to work at McDonald's.  Lol #GOPDebate",
Donald Trump,Negative,"No @TheDailyShow, no @StephenAtHome, no @sullydish, and @realDonaldTrump is still gaining steam after the #GOPDebate? This is cruel.",
Donald Trump,Neutral,@realDonaldTrump Written the day before the #GOPDebate,
Donald Trump,Negative,Don't let Megyn's attack on Trump confuse you. #GOPDebate was a #FoxFix from the start. #FactsMatter http://t.co/OodjkuWCq6 via @HuffPostPol,
Ted Cruz,Negative,"RT @jkfecke: Cruz: ""Look at the jerks, born in foreign countries, come in here and ruin this country."" #GOPDebate",
Donald Trump,Neutral,"RT @johncardillo: To put it in perspective, previous GOP primary debates pulled a 5 share. Trump on his own pulled double that. #GOPDebate",
Donald Trump,Neutral,"#Trump on ISIS ""We don't have time for tone. We have to go out and get the job done !"" #GOPDebate",
Donald Trump,Neutral,Most fun video from @HuffingtonPost re @realDonaldTrump at #GOPDebate Keep driving the #GOPClownCar down the road https://t.co/pL0VFy0HzB,
Donald Trump,Positive,"My response when @megynkelly tried to call @realDonaldTrump a sexist: ""CAN'T STUMP THE TRUMP!"" #GOPDebate",
Donald Trump,Negative,He admitted to paying Hillary to attend his wedding. Jesus. Fangirl much? I'd have gone with The Rock. That's just me. #DumpTrump #GOPDebate,
Donald Trump,Negative,Not interested in what @megynkelly has to say - way too interested in promoting herself! #Trump2016 #GOPDebate  https://t.co/Qo71twp8fn,
Donald Trump,Negative,#DonaldTrump  #GOPDebate   check it out here   https://t.co/SGCU1vXZDV,
Marco Rubio,Negative,"RT @sallykohn: .@FoxNews @ChrisStirewalt says Fiorina won #GOPDebate, then Rubio. 
""With the air of George Patton at a roller rink, Trump äó_",
Donald Trump,Neutral,Donald Trump (@realDonaldTrump) is like the J.R. Ewing of politics! #GOPDebate,
Donald Trump,Negative,"This country is full of your so-called ""losers"" who vote ...... poor people, fat people, and idiots too.  
 @realDonaldTrump #GOPDebate",
Donald Trump,Negative,This morning's #Twitter reactions to the #GOPDebate show that @megynkelly 1 @realDonaldTrump 0,
Donald Trump,Neutral,RT @Redeem_Culture: POLL @DRUDGE_REPORT: 40% say @realDonaldTrump won the #GOPDebate: http://t.co/tLjgSEamuL http://t.co/UzijuAsmZs,
John Kasich,Positive,I like what @JohnKasich said last night about @realDonaldTrump hitting a nerve in this country #GOPDebate #Trump https://t.co/wq2cxxGsai,
Marco Rubio,Neutral,"To get my vote, MUST pledge to close that damn border, require e-verify. Work visas ok. #GOPDebate 
 https://t.co/Agt306huA2",
Donald Trump,Negative,I was enjoying the entertainment that is Trump's rhetoric....until democrats started taking him serious as a candidate.  #gopDebate,
Donald Trump,Negative,#Trump took on opponents in #GOPDebate. This is how he took on celeb opponents in public feuds http://t.co/3fPXjvf7w9 http://t.co/6B06H8wFm5,
Donald Trump,Negative,I have been trolling every debate poll I see a link to by voting for Trump as the winner. #polltrolling #GOPDebate,
